state,declaration_date,incident_type
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
NE,1967-07-18,Flood
AK,1967-08-17,Flood
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
ID,1967-08-30,Fire
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
TX,1967-09-28,Hurricane
NY,1967-10-30,Flood
NY,1967-10-30,Flood
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
NC,1968-02-10,Severe Ice Storm
AR,1968-05-03,Tornado
AR,1968-05-03,Tornado
OH,1968-05-04,Tornado
OH,1968-05-04,Tornado
OH,1968-05-04,Tornado
OH,1968-05-04,Tornado
OH,1968-05-04,Tornado
KY,1968-05-04,Tornado
KY,1968-05-04,Tornado
KY,1968-05-04,Tornado
KY,1968-05-04,Tornado
KY,1968-05-04,Tornado
OK,1968-05-29,Flood
OK,1968-05-29,Flood
OK,1968-05-29,Flood
OK,1968-05-29,Flood
OK,1968-05-29,Flood
IA,1968-05-29,Tornado
IA,1968-05-29,Tornado
IA,1968-05-29,Tornado
IA,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
AR,1968-05-29,Tornado
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
OH,1968-06-05,Flood
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
IL,1968-06-05,Tornado
TX,1968-06-10,Flood
NJ,1968-06-18,Flood
NJ,1968-06-18,Flood
NJ,1968-06-18,Flood
NJ,1968-06-18,Flood
NJ,1968-06-18,Flood
NJ,1968-06-18,Flood
NJ,1968-06-18,Flood
TX,1968-07-05,Flood
TX,1968-07-05,Flood
TX,1968-07-05,Flood
TX,1968-07-05,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IN,1968-07-30,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
IA,1968-08-04,Flood
MN,1968-08-15,Flood
MN,1968-08-15,Flood
MN,1968-08-15,Flood
MN,1968-08-15,Flood
MN,1968-08-15,Flood
MN,1968-09-09,Flood
HI,1968-09-13,Flood
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
FL,1968-11-07,Hurricane
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
CA,1969-01-26,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
AR,1969-02-15,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
SD,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
ND,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
MN,1969-04-18,Flood
NV,1969-04-19,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
IA,1969-04-25,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
WI,1969-05-01,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
CO,1969-05-19,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
IL,1969-06-06,Flood
WI,1969-07-11,Flood
WI,1969-07-11,Flood
WI,1969-07-11,Flood
WI,1969-07-11,Flood
WI,1969-07-11,Flood
WI,1969-07-11,Flood
TN,1969-07-11,Flood
TN,1969-07-11,Flood
TN,1969-07-11,Flood
TN,1969-07-11,Flood
TN,1969-07-11,Flood
TN,1969-07-11,Flood
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
KS,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
OH,1969-07-15,Tornado
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
KY,1969-07-15,Flood
MN,1969-08-05,Flood
MN,1969-08-05,Flood
MN,1969-08-05,Flood
MN,1969-08-05,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
IA,1969-08-14,Flood
CA,1969-08-15,Flood
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
MS,1969-08-18,Hurricane
PA,1969-08-19,Flood
PA,1969-08-19,Flood
PA,1969-08-19,Flood
PA,1969-08-19,Flood
LA,1969-08-19,Hurricane
LA,1969-08-19,Hurricane
LA,1969-08-19,Hurricane
LA,1969-08-19,Hurricane
LA,1969-08-19,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
VA,1969-08-23,Hurricane
NY,1969-08-26,Flood
VT,1969-08-30,Flood
VT,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
IL,1969-08-30,Flood
WV,1969-09-03,Hurricane
WV,1969-09-03,Hurricane
WV,1969-09-03,Hurricane
WV,1969-09-24,Flood
AL,1969-11-07,Hurricane
AL,1969-11-07,Hurricane
AK,1969-12-19,Severe Storm
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
KY,1970-02-02,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
CA,1970-02-16,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
ME,1970-02-27,Flood
AL,1970-04-09,Severe Storm
AL,1970-04-09,Severe Storm
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
TX,1970-05-13,Tornado
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
KY,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
ND,1970-06-05,Flood
AK,1970-06-26,Fire
FL,1970-07-03,Flood
FL,1970-07-03,Flood
FL,1970-07-03,Flood
WA,1970-07-18,Fire
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
MN,1970-07-22,Flood
NY,1970-07-22,Flood
NY,1970-07-22,Flood
NY,1970-07-22,Flood
NY,1970-07-22,Flood
TX,1970-08-04,Hurricane
TX,1970-08-04,Hurricane
TX,1970-08-04,Hurricane
TX,1970-08-04,Hurricane
TX,1970-08-04,Hurricane
TX,1970-08-04,Hurricane
TX,1970-08-04,Hurricane
AZ,1970-09-22,Flood
AZ,1970-09-22,Flood
AZ,1970-09-22,Flood
AZ,1970-09-22,Flood
AZ,1970-09-22,Flood
AZ,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CO,1970-09-22,Flood
CA,1970-09-29,Fire
CA,1970-09-29,Fire
CA,1970-09-29,Fire
CA,1970-09-29,Fire
CA,1970-09-29,Fire
CA,1970-09-29,Fire
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
PR,1970-10-12,Flood
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
OK,1970-10-14,Severe Storm
